Timestamp,User_ID,Application_Type,Resource_Allocation,Latency_ms,Signal_dBm,Required_BW_Mbps,Allocated_BW_Mbps,Anomalie_Latence,Anomalie_Signal,Anomalie_BW,Anomalie_Global,Type_Anomalie
9/3/2023 10:00,User_20,Video_Streaming,75%,34.0,-83.0,3.2,3.5,False,True,False,True,1. Signal
9/3/2023 10:00,User_21,Video_Call,75%,31.0,-77.0,11.0,13.0,False,True,False,True,1. Signal
9/3/2023 10:00,User_22,Online_Gaming,80%,23.0,-80.0,2.2,2.5,False,True,False,True,1. Signal
9/3/2023 10:00,User_23,Web_Browsing,70%,29.0,-86.0,1.4,1.4,False,True,False,True,1. Signal
9/3/2023 10:00,User_24,VoIP_Call,90%,21.0,-82.0,0.16,0.18,False,True,False,True,1. Signal
9/3/2023 10:00,User_25,Video_Call,75%,28.0,-73.0,10.5,12.5,False,True,False,True,1. Signal
9/3/2023 10:00,User_26,Streaming,85%,37.0,-83.0,4.2,4.8,False,True,False,True,1. Signal
9/3/2023 10:00,User_28,Background_Download,60%,47.0,-92.0,0.62,0.62,False,True,False,True,1. Signal
9/3/2023 10:00,User_29,IoT_Temperature,65%,110.0,-97.0,0.007,0.008,True,True,False,True,2. Latence + Signal
9/3/2023 10:00,User_30,Video_Streaming,70%,33.0,-84.0,3.4,3.7,False,True,False,True,1. Signal
9/3/2023 10:00,User_31,Video_Call,75%,30.0,-78.0,10.2,12.2,False,True,False,True,1. Signal
9/3/2023 10:00,User_32,Online_Gaming,80%,24.0,-79.0,2.3,2.6,False,True,False,True,1. Signal
9/3/2023 10:00,User_33,Web_Browsing,70%,27.0,-88.0,1.3,1.3,False,True,False,True,1. Signal
9/3/2023 10:00,User_34,VoIP_Call,90%,20.0,-83.0,0.17,0.19,False,True,False,True,1. Signal
9/3/2023 10:00,User_35,Video_Call,75%,27.0,-72.0,10.8,12.8,False,True,False,True,1. Signal
9/3/2023 10:00,User_36,Streaming,85%,36.0,-82.0,4.0,4.6,False,True,False,True,1. Signal
9/3/2023 10:00,User_38,Background_Download,60%,46.0,-93.0,0.63,0.63,False,True,False,True,1. Signal
9/3/2023 10:00,User_39,IoT_Temperature,65%,105.0,-98.0,0.006,0.007,True,True,False,True,2. Latence + Signal
9/3/2023 10:00,User_40,Video_Streaming,70%,32.0,-85.0,3.5,3.8,False,True,False,True,1. Signal
9/3/2023 10:00,User_41,Video_Call,70%,29.0,-79.0,10.5,12.3,False,True,False,True,1. Signal
9/3/2023 10:00,User_42,Online_Gaming,75%,25.0,-78.0,2.4,2.7,False,True,False,True,1. Signal
9/3/2023 10:00,User_43,Web_Browsing,70%,28.0,-87.0,1.2,1.2,False,True,False,True,1. Signal
9/3/2023 10:00,User_44,VoIP_Call,90%,20.0,-84.0,0.165,0.185,False,True,False,True,1. Signal
9/3/2023 10:00,User_45,Video_Call,80%,26.0,-71.0,10.2,12.6,False,True,False,True,1. Signal
9/3/2023 10:00,User_46,Streaming,85%,35.0,-81.0,3.8,4.4,False,True,False,True,1. Signal
9/3/2023 10:00,User_48,Background_Download,60%,45.0,-94.0,0.64,0.64,False,True,False,True,1. Signal
9/3/2023 10:00,User_49,IoT_Temperature,65%,104.0,-99.0,0.005,0.006,True,True,False,True,2. Latence + Signal
9/3/2023 10:00,User_50,Video_Streaming,70%,31.0,-86.0,3.6,3.9,False,True,False,True,1. Signal
9/3/2023 10:01,User_51,Video_Call,80%,30.0,-80.0,11.0,12.5,False,True,False,True,1. Signal
9/3/2023 10:01,User_52,Online_Gaming,85%,24.0,-77.0,2.6,2.9,False,True,False,True,1. Signal
9/3/2023 10:01,User_53,Web_Browsing,70%,27.0,-89.0,1.1,1.1,False,True,False,True,1. Signal
9/3/2023 10:01,User_54,VoIP_Call,90%,21.0,-85.0,0.16,0.19,False,True,False,True,1. Signal
9/3/2023 10:01,User_56,Streaming,85%,35.0,-80.0,4.1,4.7,False,True,False,True,1. Signal
9/3/2023 10:01,User_58,Background_Download,60%,46.0,-95.0,0.65,0.65,False,True,False,True,1. Signal
9/3/2023 10:01,User_59,IoT_Temperature,75%,103.0,-100.0,0.004,0.005,True,True,False,True,2. Latence + Signal
9/3/2023 10:01,User_60,Video_Streaming,70%,32.0,-87.0,3.7,4.0,False,True,False,True,1. Signal
9/3/2023 10:01,User_61,Video_Call,70%,29.0,-81.0,10.3,12.1,False,True,False,True,1. Signal
9/3/2023 10:01,User_62,Online_Gaming,80%,23.0,-76.0,2.7,3.0,False,True,False,True,1. Signal
9/3/2023 10:01,User_63,Web_Browsing,70%,26.0,-90.0,1.0,1.0,False,True,False,True,1. Signal
9/3/2023 10:01,User_64,VoIP_Call,90%,20.0,-86.0,0.155,0.18,False,True,False,True,1. Signal
9/3/2023 10:01,User_66,Streaming,85%,34.0,-79.0,4.3,4.9,False,True,False,True,1. Signal
9/3/2023 10:01,User_68,Background_Download,60%,45.0,-96.0,0.66,0.66,False,True,False,True,1. Signal
9/3/2023 10:01,User_69,IoT_Temperature,75%,102.0,-101.0,0.003,0.004,True,True,False,True,2. Latence + Signal
9/3/2023 10:01,User_70,Video_Streaming,70%,31.0,-88.0,3.8,4.1,False,True,False,True,1. Signal
9/3/2023 10:01,User_71,Video_Call,70%,28.0,-82.0,10.7,12.2,False,True,False,True,1. Signal
9/3/2023 10:01,User_72,Online_Gaming,80%,22.0,-75.0,2.8,3.1,False,True,False,True,1. Signal
9/3/2023 10:01,User_73,Web_Browsing,70%,25.0,-91.0,0.9,0.9,False,True,False,True,1. Signal
9/3/2023 10:01,User_74,VoIP_Call,90%,19.0,-87.0,0.15,0.175,False,True,False,True,1. Signal
9/3/2023 10:01,User_76,Streaming,85%,33.0,-78.0,4.4,5.0,False,True,False,True,1. Signal
9/3/2023 10:01,User_78,Background_Download,60%,44.0,-97.0,0.67,0.67,False,True,False,True,1. Signal
9/3/2023 10:01,User_79,IoT_Temperature,75%,101.0,-102.0,0.002,0.003,True,True,False,True,2. Latence + Signal
9/3/2023 10:01,User_80,Video_Streaming,70%,30.0,-89.0,3.9,4.2,False,True,False,True,1. Signal
9/3/2023 10:01,User_81,Video_Call,70%,27.0,-83.0,10.8,12.0,False,True,False,True,1. Signal
9/3/2023 10:01,User_82,Online_Gaming,80%,21.0,-74.0,2.9,3.2,False,True,False,True,1. Signal
9/3/2023 10:01,User_83,Web_Browsing,70%,24.0,-92.0,0.8,0.8,False,True,False,True,1. Signal
9/3/2023 10:01,User_84,VoIP_Call,90%,18.0,-88.0,0.145,0.17,False,True,False,True,1. Signal
9/3/2023 10:01,User_86,Streaming,85%,32.0,-77.0,4.5,5.1,False,True,False,True,1. Signal
9/3/2023 10:01,User_88,Background_Download,60%,43.0,-98.0,0.68,0.68,False,True,False,True,1. Signal
9/3/2023 10:01,User_89,IoT_Temperature,75%,100.0,-103.0,0.001,0.002,True,True,False,True,2. Latence + Signal
9/3/2023 10:01,User_90,Video_Streaming,70%,29.0,-90.0,4.0,4.3,False,True,False,True,1. Signal
9/3/2023 10:01,User_91,Video_Call,70%,26.0,-84.0,10.9,12.1,False,True,False,True,1. Signal
9/3/2023 10:01,User_92,Online_Gaming,80%,20.0,-73.0,3.0,3.3,False,True,False,True,1. Signal
9/3/2023 10:01,User_93,Web_Browsing,70%,23.0,-93.0,0.7,0.7,False,True,False,True,1. Signal
9/3/2023 10:01,User_94,VoIP_Call,90%,17.0,-89.0,0.14,0.165,False,True,False,True,1. Signal
9/3/2023 10:01,User_96,Streaming,85%,31.0,-76.0,4.6,5.2,False,True,False,True,1. Signal
9/3/2023 10:01,User_98,Background_Download,60%,42.0,-99.0,0.69,0.69,False,True,False,True,1. Signal
9/3/2023 10:01,User_99,IoT_Temperature,75%,99.0,-104.0,0.001,0.002,True,True,False,True,2. Latence + Signal
9/3/2023 10:01,User_100,Video_Streaming,70%,28.0,-91.0,4.1,4.4,False,True,False,True,1. Signal
9/3/2023 10:01,User_101,VoIP_Call,90%,18.0,-86.0,0.155,0.18,False,True,False,True,1. Signal
9/3/2023 10:01,User_102,Online_Gaming,80%,22.0,-74.0,2.9,3.2,False,True,False,True,1. Signal
9/3/2023 10:01,User_103,Web_Browsing,70%,25.0,-92.0,0.8,0.8,False,True,False,True,1. Signal
9/3/2023 10:01,User_105,Streaming,85%,32.0,-77.0,4.5,5.1,False,True,False,True,1. Signal
9/3/2023 10:01,User_107,Background_Download,60%,44.0,-97.0,0.67,0.67,False,True,False,True,1. Signal
9/3/2023 10:01,User_108,IoT_Temperature,75%,100.0,-103.0,0.001,0.002,True,True,False,True,2. Latence + Signal
9/3/2023 10:01,User_109,Video_Streaming,70%,29.0,-90.0,4.0,4.3,False,True,False,True,1. Signal
9/3/2023 10:01,User_110,VoIP_Call,90%,19.0,-85.0,0.15,0.175,False,True,False,True,1. Signal
9/3/2023 10:02,User_111,Video_Call,70%,27.0,-83.0,10.8,12.0,False,True,False,True,1. Signal
9/3/2023 10:02,User_112,Online_Gaming,80%,21.0,-72.0,3.1,3.4,False,True,False,True,1. Signal
9/3/2023 10:02,User_113,Web_Browsing,70%,24.0,-94.0,0.7,0.7,False,True,False,True,1. Signal
9/3/2023 10:02,User_114,VoIP_Call,90%,18.0,-88.0,0.145,0.17,False,True,False,True,1. Signal
9/3/2023 10:02,User_116,Streaming,85%,31.0,-76.0,4.6,5.2,False,True,False,True,1. Signal
9/3/2023 10:02,User_118,Background_Download,60%,43.0,-98.0,0.68,0.68,False,True,False,True,1. Signal
9/3/2023 10:02,User_119,IoT_Temperature,75%,99.0,-102.0,0.001,0.002,True,True,False,True,2. Latence + Signal
9/3/2023 10:02,User_120,Video_Streaming,70%,30.0,-89.0,4.1,4.4,False,True,False,True,1. Signal
9/3/2023 10:02,User_121,VoIP_Call,90%,19.0,-86.0,0.155,0.18,False,True,False,True,1. Signal
9/3/2023 10:02,User_122,Online_Gaming,80%,22.0,-74.0,2.9,3.2,False,True,False,True,1. Signal
9/3/2023 10:02,User_123,Web_Browsing,70%,25.0,-92.0,0.8,0.8,False,True,False,True,1. Signal
9/3/2023 10:02,User_125,Streaming,85%,32.0,-77.0,4.5,5.1,False,True,False,True,1. Signal
9/3/2023 10:02,User_127,Background_Download,60%,44.0,-97.0,0.67,0.67,False,True,False,True,1. Signal
9/3/2023 10:02,User_128,IoT_Temperature,75%,100.0,-103.0,0.001,0.002,True,True,False,True,2. Latence + Signal
9/3/2023 10:02,User_129,Video_Streaming,70%,29.0,-90.0,4.0,4.3,False,True,False,True,1. Signal
9/3/2023 10:02,User_130,Video_Call,90%,19.0,-85.0,0.15,0.175,False,True,False,True,1. Signal
9/3/2023 10:02,User_131,Web_Browsing,70%,28.0,-85.0,1.5,1.5,False,True,False,True,1. Signal
9/3/2023 10:02,User_132,Background_Download,60%,46.0,-99.0,0.62,0.62,False,True,False,True,1. Signal
9/3/2023 10:02,User_133,VoIP_Call,90%,20.0,-88.0,0.13,0.155,False,True,False,True,1. Signal
9/3/2023 10:02,User_134,Streaming,85%,30.0,-75.0,5.0,5.7,False,True,False,True,1. Signal
9/3/2023 10:02,User_136,Video_Streaming,70%,29.0,-80.0,4.2,4.6,False,True,False,True,1. Signal
9/3/2023 10:02,User_138,Web_Browsing,70%,27.0,-94.0,0.6,0.6,False,True,False,True,1. Signal
9/3/2023 10:02,User_139,Background_Download,60%,45.0,-96.0,0.66,0.66,False,True,False,True,1. Signal
9/3/2023 10:02,User_140,Online_Gaming,80%,20.0,-72.0,3.2,3.5,False,True,False,True,1. Signal
9/3/2023 10:02,User_141,Streaming,85%,32.0,-78.0,4.4,5.0,False,True,False,True,1. Signal
9/3/2023 10:02,User_143,Video_Streaming,70%,28.0,-81.0,4.1,4.5,False,True,False,True,1. Signal
9/3/2023 10:02,User_145,Web_Browsing,70%,26.0,-95.0,0.7,0.7,False,True,False,True,1. Signal
9/3/2023 10:02,User_146,Background_Download,60%,47.0,-95.0,0.61,0.61,False,True,False,True,1. Signal
9/3/2023 10:02,User_147,VoIP_Call,90%,21.0,-87.0,0.125,0.15,False,True,False,True,1. Signal
9/3/2023 10:02,User_148,Online_Gaming,80%,19.0,-71.0,3.3,3.6,False,True,False,True,1. Signal
9/3/2023 10:02,User_149,Streaming,85%,33.0,-79.0,4.3,4.8,False,True,False,True,1. Signal
9/3/2023 10:02,User_151,Video_Streaming,70%,30.0,-82.0,4.0,4.4,False,True,False,True,1. Signal
9/3/2023 10:02,User_153,Web_Browsing,70%,25.0,-96.0,0.6,0.6,False,True,False,True,1. Signal
9/3/2023 10:02,User_154,Background_Download,60%,48.0,-94.0,0.65,0.65,False,True,False,True,1. Signal
9/3/2023 10:02,User_155,VoIP_Call,90%,22.0,-86.0,0.12,0.145,False,True,False,True,1. Signal
9/3/2023 10:02,User_156,Streaming,85%,31.0,-80.0,4.4,4.9,False,True,False,True,1. Signal
9/3/2023 10:02,User_158,Video_Streaming,70%,31.0,-83.0,4.0,4.4,False,True,False,True,1. Signal
9/3/2023 10:02,User_160,Web_Browsing,70%,24.0,-97.0,0.5,0.5,False,True,False,True,1. Signal
9/3/2023 10:02,User_161,Background_Download,60%,49.0,-97.0,0.64,0.64,False,True,False,True,1. Signal
9/3/2023 10:02,User_162,VoIP_Call,90%,23.0,-85.0,0.115,0.14,False,True,False,True,1. Signal
9/3/2023 10:02,User_164,Streaming,85%,32.0,-81.0,4.2,4.7,False,True,False,True,1. Signal
9/3/2023 10:02,User_166,Video_Streaming,70%,30.0,-84.0,3.9,4.3,False,True,False,True,1. Signal
9/3/2023 10:02,User_168,Web_Browsing,70%,23.0,-97.0,0.5,0.5,False,True,False,True,1. Signal
9/3/2023 10:02,User_169,Background_Download,60%,50.0,-98.0,0.63,0.63,False,True,False,True,1. Signal
9/3/2023 10:02,User_170,VoIP_Call,90%,24.0,-84.0,0.11,0.135,False,True,False,True,1. Signal
9/3/2023 10:03,User_172,Streaming,85%,33.0,-82.0,4.1,4.6,False,True,False,True,1. Signal
9/3/2023 10:03,User_174,Video_Streaming,70%,29.0,-85.0,3.8,4.2,False,True,False,True,1. Signal
9/3/2023 10:03,User_176,Web_Browsing,70%,22.0,-98.0,0.5,0.5,False,True,False,True,1. Signal
9/3/2023 10:03,User_177,Background_Download,60%,51.0,-98.0,0.62,0.62,False,True,False,True,1. Signal
9/3/2023 10:03,User_178,VoIP_Call,90%,25.0,-83.0,0.105,0.13,False,True,False,True,1. Signal
9/3/2023 10:03,User_180,Streaming,85%,34.0,-83.0,4.0,4.5,False,True,False,True,1. Signal
9/3/2023 10:03,User_182,Video_Streaming,70%,31.0,-86.0,3.7,4.1,False,True,False,True,1. Signal
9/3/2023 10:03,User_184,Web_Browsing,70%,21.0,-98.0,0.5,0.5,False,True,False,True,1. Signal
9/3/2023 10:03,User_185,Background_Download,60%,52.0,-99.0,0.61,0.61,False,True,False,True,1. Signal
9/3/2023 10:03,User_186,VoIP_Call,90%,26.0,-82.0,0.1,0.125,False,True,False,True,1. Signal
9/3/2023 10:03,User_188,Streaming,85%,35.0,-84.0,3.9,4.4,False,True,False,True,1. Signal
9/3/2023 10:03,User_190,Video_Streaming,70%,32.0,-87.0,3.6,4.0,False,True,False,True,1. Signal
9/3/2023 10:03,User_192,Web_Browsing,70%,20.0,-99.0,0.4,0.4,False,True,False,True,1. Signal
9/3/2023 10:03,User_193,Background_Download,60%,53.0,-100.0,0.6,0.6,False,True,False,True,1. Signal
9/3/2023 10:03,User_194,VoIP_Call,90%,27.0,-81.0,0.095,0.12,False,True,False,True,1. Signal
9/3/2023 10:03,User_196,Streaming,85%,36.0,-85.0,3.8,4.3,False,True,False,True,1. Signal
9/3/2023 10:03,User_198,Video_Streaming,70%,33.0,-88.0,3.5,3.9,False,True,False,True,1. Signal
9/3/2023 10:03,User_200,Web_Browsing,70%,19.0,-100.0,0.4,0.4,False,True,False,True,1. Signal
9/3/2023 10:03,User_201,Background_Download,60%,54.0,-100.0,0.59,0.59,False,True,False,True,1. Signal
9/3/2023 10:03,User_202,VoIP_Call,90%,28.0,-80.0,0.09,0.115,False,True,False,True,1. Signal
9/3/2023 10:03,User_204,Streaming,85%,37.0,-86.0,3.7,4.2,False,True,False,True,1. Signal
9/3/2023 10:03,User_206,Video_Streaming,70%,34.0,-89.0,3.4,3.8,False,True,False,True,1. Signal
9/3/2023 10:03,User_208,Web_Browsing,70%,18.0,-101.0,0.4,0.4,False,True,False,True,1. Signal
9/3/2023 10:03,User_209,Background_Download,60%,55.0,-101.0,0.58,0.58,False,True,False,True,1. Signal
9/3/2023 10:03,User_210,VoIP_Call,90%,29.0,-79.0,0.085,0.11,False,True,False,True,1. Signal
9/3/2023 10:03,User_212,Streaming,85%,38.0,-87.0,3.6,4.1,False,True,False,True,1. Signal
9/3/2023 10:03,User_214,Video_Streaming,70%,35.0,-90.0,3.3,3.7,False,True,False,True,1. Signal
9/3/2023 10:03,User_216,Web_Browsing,70%,17.0,-101.0,0.4,0.4,False,True,False,True,1. Signal
9/3/2023 10:03,User_217,Background_Download,60%,56.0,-102.0,0.57,0.57,False,True,False,True,1. Signal
9/3/2023 10:03,User_218,VoIP_Call,90%,30.0,-78.0,0.08,0.105,False,True,False,True,1. Signal
9/3/2023 10:03,User_220,Streaming,85%,39.0,-88.0,3.5,4.0,False,True,False,True,1. Signal
9/3/2023 10:03,User_222,Video_Streaming,70%,36.0,-91.0,3.2,3.6,False,True,False,True,1. Signal
9/3/2023 10:03,User_224,Web_Browsing,70%,16.0,-102.0,0.4,0.4,False,True,False,True,1. Signal
9/3/2023 10:03,User_225,Background_Download,60%,57.0,-102.0,0.56,0.56,False,True,False,True,1. Signal
9/3/2023 10:03,User_226,VoIP_Call,90%,31.0,-77.0,0.075,0.1,False,True,False,True,1. Signal
9/3/2023 10:03,User_228,Streaming,85%,40.0,-89.0,3.4,3.9,False,True,False,True,1. Signal
9/3/2023 10:03,User_230,Video_Streaming,70%,37.0,-92.0,3.1,3.5,False,True,False,True,1. Signal
9/3/2023 10:04,User_232,Web_Browsing,70%,15.0,-102.0,0.3,0.3,False,True,False,True,1. Signal
9/3/2023 10:04,User_233,Background_Download,60%,58.0,-103.0,0.55,0.55,False,True,False,True,1. Signal
9/3/2023 10:04,User_234,VoIP_Call,90%,32.0,-76.0,0.07,0.095,False,True,False,True,1. Signal
9/3/2023 10:04,User_236,Streaming,85%,41.0,-90.0,3.3,3.8,False,True,False,True,1. Signal
9/3/2023 10:04,User_238,Video_Streaming,70%,38.0,-93.0,3.0,3.4,False,True,False,True,1. Signal
9/3/2023 10:04,User_240,Web_Browsing,70%,14.0,-103.0,0.3,0.3,False,True,False,True,1. Signal
9/3/2023 10:04,User_241,Background_Download,60%,59.0,-104.0,0.54,0.54,False,True,False,True,1. Signal
9/3/2023 10:04,User_242,VoIP_Call,90%,33.0,-75.0,0.065,0.09,False,True,False,True,1. Signal
9/3/2023 10:04,User_244,Streaming,85%,42.0,-91.0,3.2,3.7,False,True,False,True,1. Signal
9/3/2023 10:04,User_246,Video_Streaming,70%,39.0,-94.0,2.9,3.3,False,True,False,True,1. Signal
9/3/2023 10:04,User_248,Web_Browsing,70%,13.0,-103.0,0.3,0.3,False,True,False,True,1. Signal
9/3/2023 10:04,User_249,Background_Download,60%,60.0,-105.0,0.53,0.53,False,True,False,True,1. Signal
9/3/2023 10:04,User_250,VoIP_Call,90%,34.0,-74.0,0.06,0.085,False,True,False,True,1. Signal
9/3/2023 10:04,User_252,Streaming,85%,43.0,-92.0,3.1,3.6,False,True,False,True,1. Signal
9/3/2023 10:04,User_254,Video_Streaming,70%,40.0,-95.0,2.8,3.2,False,True,False,True,1. Signal
9/3/2023 10:04,User_256,Web_Browsing,70%,12.0,-104.0,0.2,0.2,False,True,False,True,1. Signal
9/3/2023 10:04,User_257,Background_Download,60%,61.0,-106.0,0.52,0.52,False,True,False,True,1. Signal
9/3/2023 10:04,User_258,VoIP_Call,90%,35.0,-73.0,0.055,0.08,False,True,False,True,1. Signal
9/3/2023 10:04,User_260,Streaming,85%,44.0,-93.0,3.0,3.5,False,True,False,True,1. Signal
9/3/2023 10:04,User_262,Video_Streaming,70%,41.0,-96.0,2.7,3.1,False,True,False,True,1. Signal
9/3/2023 10:04,User_264,Web_Browsing,70%,11.0,-104.0,0.2,0.2,False,True,False,True,1. Signal
9/3/2023 10:04,User_265,Background_Download,60%,62.0,-107.0,0.51,0.51,False,True,False,True,1. Signal
9/3/2023 10:04,User_266,VoIP_Call,90%,36.0,-72.0,0.05,0.075,False,True,False,True,1. Signal
9/3/2023 10:04,User_268,Streaming,85%,45.0,-94.0,2.9,3.4,False,True,False,True,1. Signal
9/3/2023 10:04,User_270,Video_Streaming,70%,42.0,-97.0,2.6,3.0,False,True,False,True,1. Signal
9/3/2023 10:04,User_272,Web_Browsing,70%,10.0,-105.0,0.2,0.2,False,True,False,True,1. Signal
9/3/2023 10:04,User_273,Background_Download,60%,63.0,-108.0,0.5,0.5,False,True,False,True,1. Signal
9/3/2023 10:04,User_274,VoIP_Call,90%,37.0,-71.0,0.045,0.07,False,True,False,True,1. Signal
9/3/2023 10:04,User_276,Streaming,85%,46.0,-95.0,2.8,3.3,False,True,False,True,1. Signal
9/3/2023 10:04,User_278,Video_Streaming,70%,43.0,-98.0,2.5,2.9,False,True,False,True,1. Signal
9/3/2023 10:04,User_280,Web_Browsing,70%,9.0,-105.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:04,User_281,Background_Download,60%,64.0,-109.0,0.49,0.49,False,True,False,True,1. Signal
9/3/2023 10:04,User_284,Streaming,85%,47.0,-96.0,2.7,3.2,False,True,False,True,1. Signal
9/3/2023 10:04,User_286,Video_Streaming,70%,44.0,-99.0,2.4,2.8,False,True,False,True,1. Signal
9/3/2023 10:04,User_288,Web_Browsing,70%,8.0,-105.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:04,User_289,Background_Download,60%,65.0,-110.0,0.48,0.48,False,True,False,True,1. Signal
9/3/2023 10:05,User_292,Streaming,85%,48.0,-97.0,2.6,3.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_294,Video_Streaming,70%,45.0,-100.0,2.3,2.7,False,True,False,True,1. Signal
9/3/2023 10:05,User_296,Web_Browsing,70%,7.0,-106.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_297,Background_Download,60%,66.0,-111.0,0.47,0.47,False,True,False,True,1. Signal
9/3/2023 10:05,User_300,Streaming,85%,49.0,-98.0,2.5,3.0,False,True,False,True,1. Signal
9/3/2023 10:05,User_302,Video_Streaming,70%,46.0,-101.0,2.2,2.6,False,True,False,True,1. Signal
9/3/2023 10:05,User_304,Web_Browsing,70%,6.0,-106.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_305,Background_Download,60%,67.0,-112.0,0.46,0.46,False,True,False,True,1. Signal
9/3/2023 10:05,User_308,Streaming,85%,50.0,-99.0,2.4,2.9,False,True,False,True,1. Signal
9/3/2023 10:05,User_310,Video_Streaming,70%,47.0,-102.0,2.1,2.5,False,True,False,True,1. Signal
9/3/2023 10:05,User_312,Web_Browsing,70%,5.0,-107.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_313,Background_Download,60%,68.0,-113.0,0.45,0.45,False,True,False,True,1. Signal
9/3/2023 10:05,User_316,Streaming,85%,51.0,-100.0,2.3,2.8,False,True,False,True,1. Signal
9/3/2023 10:05,User_318,Video_Streaming,70%,48.0,-103.0,2.0,2.4,False,True,False,True,1. Signal
9/3/2023 10:05,User_320,Web_Browsing,70%,4.0,-107.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_321,Background_Download,60%,69.0,-114.0,0.44,0.44,False,True,False,True,1. Signal
9/3/2023 10:05,User_324,Streaming,85%,52.0,-101.0,2.2,2.7,False,True,False,True,1. Signal
9/3/2023 10:05,User_326,Video_Streaming,70%,49.0,-104.0,1.9,2.3,False,True,False,True,1. Signal
9/3/2023 10:05,User_328,Web_Browsing,70%,3.0,-108.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_329,Background_Download,60%,70.0,-115.0,0.43,0.43,False,True,False,True,1. Signal
9/3/2023 10:05,User_332,Streaming,85%,53.0,-102.0,2.1,2.6,False,True,False,True,1. Signal
9/3/2023 10:05,User_334,Video_Streaming,70%,50.0,-105.0,1.8,2.2,False,True,False,True,1. Signal
9/3/2023 10:05,User_336,Web_Browsing,70%,2.0,-108.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_337,Background_Download,60%,71.0,-116.0,0.42,0.42,False,True,False,True,1. Signal
9/3/2023 10:05,User_340,Streaming,85%,54.0,-103.0,2.0,2.5,False,True,False,True,1. Signal
9/3/2023 10:05,User_342,Video_Streaming,70%,51.0,-106.0,1.7,2.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_344,Web_Browsing,70%,1.0,-109.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:05,User_345,Background_Download,60%,72.0,-117.0,0.41,0.41,False,True,False,True,1. Signal
9/3/2023 10:05,User_348,Streaming,85%,55.0,-104.0,1.9,2.4,False,True,False,True,1. Signal
9/3/2023 10:05,User_350,Video_Streaming,70%,52.0,-107.0,1.6,2.0,False,True,False,True,1. Signal
9/3/2023 10:06,User_352,Web_Browsing,70%,0.0,-109.0,0.1,0.1,False,True,False,True,1. Signal
9/3/2023 10:06,User_353,Background_Download,60%,73.0,-118.0,0.4,0.4,False,True,False,True,1. Signal
9/3/2023 10:06,User_356,Streaming,85%,56.0,-105.0,1.8,2.3,False,True,False,True,1. Signal
